Sample_Name,ML
SRR6459239,540
SRR6505045,93
SRR6495283,2522
SRR6516002,4198
SRR6651831,11
SRR6651829,11
SRR6651827,11
SRR6651798,11
SRR6651753,11
SRR6651751,11
SRR6651746,11
SRR6651218,8075
SRR9652100,11
SRR10194768,11
SRR11473280,919
SRR11473283,919
SRR11473285,919
SRR11473286,919
SRR11473287,919
SRR11473288,155
SRR11473289,155
SRR11473290,155
SRR11473291,155
SRR11073110,6
SRR11073111,6
SRR11073112,6
SRR11073113,6
SRR11073114,6
SRR11073115,-
SRR11073119,6
SRR11073120,6
SRR6760761,11
SRR6764223,101
SRR6764174,683
SRR6793693,7207
SRR6793689,10
SRR6793688,2035
SRR6793686,10
SRR6811276,10
SRR6844212,58
SRR6979667,5409
SRR7010290,725
SRR7011861,10
SRR7084514,109
SRR7096235,548
SRR7095947,95
SRR7140588,5748
SRR7192401,641
SRR7257342,5565
SRR7257314,10
SRR7257306,4481
SRR7284569,1844
SRR7360580,58
SRR7370077,720
SRR7369926,20
SRR7369906,20
SRR7388655,4942
SRR7382976,306
SRR7401750,58
SRR7401718,223
SRR7401692,720
SRR7401633,720
SRR7401623,306
SRR7401095,1056
SRR7403658,765
SRR7406188,1114
SRR7439130,1114
SRR7439284,58
SRR7458244,8357
SRR7458242,95
SRR7458240,1204
SRR7497005,5487
SRR7495375,1727
SRR7500636,2853
SRR7500632,8390
SRR7501040,10
SRR7527904,1665
SRR7527903,301
SRR7543354,278
SRR7543308,58
SRR7624169,2008
SRR7635039,1423
SRR7656065,122
SRR7656066,8445
SRR7693497,345
SRR7707883,20
SRR7707876,542
SRR7754564,446
SRR7754562,10
SRR7759296,109
SRR7789456,1727
SRR7820172,10
SRR7820171,1146
SRR7866002,58
SRR7865863,156
SRR7896463,1080
SRR7903294,10
SRR7940216,7580
SRR7940157,58
SRR8050360,11
SRR8050358,189
SRR8104468,223
SRR8104466,765
SRR8137184,448
SRR8157253,3107
SRR8188925,942
SRR8202300,93
SRR8202293,388
SRR8236512,683
SRR8236480,1079
SRR8270019,5916
SRR8313114,6162
SRR8313111,58
SRR8313093,327
SRR8350820,10
SRR8364802,648
SRR8381491,345
SRR8397794,164
SRR8397600,11
SRR8397518,11
SRR8440193,2217
SRR8456435,906
SRR9984526,501
SRR9984709,2253
SRR9984776,10
SRR11073108,6
SRR11073109,6
SRR11073117,6
SRR10426907,10
SRR10426918,10
SRR10426929,10
SRR10426939,10
SRR10426951,10
SRR10426952,10
SRR11473202,95
SRR11473205,117
SRR11473229,69
SRR11473230,-
SRR11473231,117
SRR11473232,117
SRR11473233,117
SRR11473234,117
SRR11473235,95
SRR11473236,140
SRR11473237,117
SRR11473238,101
SRR11473240,117
SRR11473241,117
SRR11473242,101
SRR11473243,117
SRR11473244,117
SRR11473245,117
SRR11473246,117
SRR11473247,117
SRR11473248,117
SRR11473250,117
SRR11473251,117
SRR11473253,117
SRR11473254,117
SRR11473255,140
SRR11473279,95
SRR13131700,301
SRR13131702,301
SRR13209800,9700
SRR13209801,33
SRR13209802,33
SRR13209803,33
SRR13209804,33
SRR13209805,33
SRR13209806,33
SRR13209807,33
SRR13209808,33
SRR13209809,33
SRR13209810,-
SRR13209811,33
SRR13209812,641
SRR13209813,33
SRR13209814,33
SRR13209815,641
SRR13209816,-
SRR13209817,442
SRR13209820,33
SRR13209822,641
SRR13209823,33
SRR13209824,33
SRR13209825,33
SRR14861814,361
SRR14861815,1851
SRR14861816,131
SRR14861817,1851
SRR14861818,540
SRR3579392,25
SRR3579397,131
SRR3581374,131
SRR3581441,442
SRR3608509,10
SRR3742239,11
SRR3742247,11
SRR3742280,11
SRR3742281,11
SRR3742283,11
SRR3742285,11
SRR3742288,11
SRR4786321,11
SRR4787428,11
SRR4787715,335
SRR4787854,11
SRR4787896,80
SRR4787898,11
SRR4787915,11
SRR4788179,335
SRR4788279,11
SRR4788361,11
SRR4788367,11
SRR4897080,11
SRR4897083,11
SRR4897086,33
SRR4897349,80
SRR4897362,11
SRR4897518,11
SRR4897554,11
SRR4897559,11
SRR4897608,335
SRR4897765,11
SRR4897773,11
SRR4897775,11
SRR5005301,200
SRR5005429,11
SRR5006330,11
SRR5006331,1804
SRR5006343,11
SRR5023844,11
SRR5024523,11
SRR6001150,32
SRR6001151,32
SRR6001154,32
SRR6001159,137
SRR6001300,11
SRR6001305,11
SRR6001308,11
SRR6051890,11
SRR6051898,11
SRR6051910,11
SRR6051942,11
SRR6051949,11
SRR6052051,1833
SRR6052710,11
SRR6052718,11
SRR6052778,11
SRR6052847,11
SRR6052864,11
SRR6052865,11
SRR6052867,11
SRR6052998,11
SRR6079421,11
SRR6079424,11
SRR6079442,11
SRR6079446,11
SRR6185861,386
SRR6185865,17
SRR6451478,10
SRR6820993,11
SRR6872963,11
SRR7172279,11
SRR7172431,6
SRR7184327,11
SRR7184367,11
SRR7186932,6
SRR7187025,442
SRR7187908,11
SRR7187921,442
SRR7191539,131
SRR7191545,95
SRR7191681,517
SRR7191710,141
SRR7191711,11
SRR7191713,4748
SRR7204333,11
SRR7221035,11
SRR7221039,11
SRR7221212,11
SRR7221265,33
SRR7223110,11
SRR7223142,442
SRR7230300,10
SRR7230355,33
SRR7230378,11
SRR7236443,8293
SRR7244217,8301
SRR7244293,11
SRR7244296,675
SRR7249678,11
SRR7249679,11
SRR7256954,11
SRR7256988,69
SRR7265950,59
SRR7265951,11
SRR7265952,25
SRR7265970,59
SRR7265975,442
SRR7265979,11
SRR7266794,11
SRR7266821,517
SRR7274790,504
SRR7274814,11
SRR7274838,33
SRR7274852,8295
SRR7274853,33
SRR7274854,11
SRR7276889,33
SRR7276965,442
SRR7277694,131
SRR7277698,11
SRR7283821,11
SRR7285485,10
SRR7285514,25
SRR7285516,5343
SRR7285519,11
SRR7285530,504
SRR7285536,442
SRR7285549,16
SRR7285583,11
SRR7285584,11
SRR7285596,16
SRR7285703,11
SRR7286260,73
SRR7286495,11
SRR7286520,11
SRR7286521,11
SRR7286546,11
SRR7286578,11
SRR7291010,4748
SRR7292644,11
SRR7358287,11
SRR7358309,33
SRR7367253,8341
SRR7367358,59
SRR7367403,16
SRR7367407,11
SRR7367408,11
SRR7367409,675
SRR7367423,11
SRR7367468,11
SRR7367469,11
SRR7401624,11
SRR7401625,6
SRR7401629,25
SRR7401651,11
SRR7401658,442
SRR7401659,11
SRR7407920,17
SRR7407925,386
SRR7416060,33
SRR7416069,17
SRR7426120,8345
SRR7456546,11
SRR7456547,11
SRR7456548,11
SRR7456549,442
SRR7456565,200
SRR7456566,11
SRR7474041,11
SRR7474043,11
SRR7474046,8345
SRR7474047,32
SRR7474048,11
SRR7474049,11
SRR7495428,11
SRR7524653,10
SRR7524654,10
SRR7524655,10
SRR8040823,8556
SRR8084429,372
SRR8486178,10
SRR8486179,10
SRR8486180,10
SRR8632526,372
SRR8632525,3601
SRR8632524,372
SRR8632516,127
SRR8728101,3672
SRR8728096,372
SRR8728091,646
SRR8728087,127
SRR8728074,162
SRR8767340,961
SRR8815931,583
SRR8815902,95
SRR8865063,2521
SRR8868851,127
SRR8896899,9257
SRR8895779,2248
SRR8926909,361
SRR8943449,101
SRR8943447,9295
SRR9017111,410
SRR9016920,12
SRR9016900,372
SRR9029853,196
SRR9050392,73
SRR9301084,167
SRR9301025,372
SRR9301022,372
SRR10002660,21
SRR10002661,14
SRR10002670,17
SRR10546708,2607
SRR10536666,362
SRR10536662,362
SRR10536661,362
SRR10536656,538
SRR8632523,405
SRR11068088,2144
SRR11068087,2607
SRR11068080,10
SRR11059194,2521
SRR11059192,162
SRR11059188,131
SRR11661570,770
SRR12287362,457
SRR11582131,567
SRR6179826,33
SRR6680608,7804
SRR6680602,1844
SRR6680600,7804
SRR6680351,7804
SRR6680350,7804
SRR6680345,7804
SRR6680336,1049
SRR6680335,48
SRR6680332,1613
SRR6680329,7804
SRR6684042,7804
SRR6684039,162
SRR6683920,162
SRR6683919,162
SRR6683918,58
SRR6683742,38
SRR6683719,38
SRR6682897,362
SRR6682894,5908
SRR6682741,7804
SRR6682120,1725
SRR6682089,1049
SRR6682085,7804
SRR6681156,5908
SRR6742565,372
SRR6875398,681
SRR6978919,135
SRR6978918,2005
SRR9172119,56
SRR7064584,117
SRR7064582,1122
SRR7064622,2025
SRR7064620,2025
SRR7064596,2025
SRR7064595,58
SRR7186449,10
SRR7186445,32
SRR7186371,32
SRR7186261,32
SRR7186259,32
SRR7186105,32
SRR7185129,32
SRR7186465,32
SRR7186463,1122
SRR7230146,58
SRR7229687,88
SRR7229584,88
SRR7228039,2025
SRR7227917,10
SRR7227797,88
SRR10502085,10
SRR9326862,2025
SRR7232988,2025
SRR7231580,1248
SRR7231577,88
SRR7278739,90
SRR7690510,56
SRR7638247,1326
SRR7638129,58
SRR7638035,8433
SRR7638034,10
SRR7638088,56
SRR7647947,2025
SRR9284583,2025
SRR7647877,58
SRR7647876,10
SRR9172063,88
SRR7749423,10
SRR7749421,10
SRR7749420,2025
SRR7749328,58
SRR8162703,56
SRR8162701,2025
SRR8162700,56
SRR8162698,10
SRR8162696,10
SRR8266244,1125
SRR8280081,300
SRR8761886,11
SRR8761884,11
SRR8767072,11
SRR8767041,11
SRR8767021,11
SRR8766781,11
SRR9280660,300
SRR10824682,162
SRR10854957,718
SRR10958921,8935
SRR10383453,131
SRR10383454,131
SRR10383459,-
SRR10383461,-
SRR10383466,131
SRR4271485,131
SRR4271484,12
SRR4271483,131
SRR4294793,11
SRR4294777,405
SRR5037305,11
SRR5037287,11
SRR6796115,457
SRR6796066,38
SRR10310393,131
SRR10310396,101
SRR10310397,354
SRR10310395,117
SRR9586714,73
SRR9586715,73
SRR9586713,73
SRR9154291,73
SRR12206188,93
SRR12206189,2076
SRR12206190,452
SRR12206191,648
SRR12206192,10
SRR12206193,10
SRR12206198,23
SRR12206209,8800
SRR12206219,394
SRR12206220,744
SRR12206221,3896
SRR12206222,2005
SRR12206223,366
SRR12206224,354
SRR12206225,2197
SRR12206226,48
SRR12206227,155
SRR12206228,1196
SRR12206229,2334
SRR12206230,770
SRR12206231,648
SRR12206232,48
SRR12206233,1112
SRR12206234,9529
SRR12206235,155
SRR12206236,515
SRR12206237,6836
SRR12206238,155
SRR12206239,-
SRR12206240,43
SRR12206241,607
SRR12206242,2722
SRR12206243,48
SRR12206244,210
SRR12206246,452
SRR12206247,10
SRR12206248,10
SRR12206249,-
SRR12206251,295
SRR12206252,616
SRR12206253,449
SRR12206254,607
SRR12206255,-
SRR12206256,10
SRR12206257,10
SRR12206258,10
SRR12206259,31
SRR12206260,8802
SRR12206261,8802
SRR12206262,6775
SRR12206263,2036
SRR12206264,10
SRR12206265,101
SRR12206266,48
SRR12206267,641
SRR12206268,10
SRR12206269,10
SRR12206270,48
SRR12206271,1163
SRR12206272,210
SRR12206273,10
SRR12206275,2787
SRR12206276,1136
SRR12206277,452
SRR12206278,10
SRR12206279,8803
SRR12206280,10
SRR12206281,127
SRR12206282,127
SRR12206283,10
SRR12206284,10
SRR12206285,394
SRR12206286,34
SRR12206287,540
SRR12206288,-
SRR12206289,-
SRR12206290,10
SRR12206291,155
SRR12206292,6806
SRR12206293,10
SRR12206294,10
SRR12206295,-
SRR12206296,-
SRR12206297,69
SRR12206298,414
SRR12206299,3478
SRR12206300,10
SRR12206301,10
SRR12206302,10
SRR12206303,504
SRR12206304,4537
SRR12206305,155
SRR10057900,101
SRR10310372,156
SRR10310399,648
SRR10310402,1193
SRR10310404,57
SRR10310406,131
SRR10310407,354
SRR10310408,1196
SRR10310409,117
SRR10310400,648
SRR10310401,648
SRR10310373,38
SRR10310374,10328
SRR10310377,354
SRR10310378,69
SRR10310379,73
SRR10310412,648
SRR10310413,131
SRR10310415,393
SRR10310416,131
SRR10310418,1725
SRR10310421,131
SRR10310422,131
SRR10310423,1193
SRR10310424,1011
SRR10310426,131
SRR10310428,10
SRR10310429,38
SRR10310432,410
SRR10310433,10
SRR10310380,429
SRR10310419,648
SRR7724561,648
SRR7724562,-
SRR7724563,131
SRR7724564,405
SRR7724565,405
SRR7724566,963
SRR7724567,131
SRR7724568,405
SRR7724569,10
SRR7724570,405
SRR7724571,10
SRR7724572,69
SRR7724573,533
SRR7724574,95
SRR7724575,8466
SRR7724576,744
SRR7724577,5342
SRR7724578,720
SRR7724579,648
SRR7724580,10
SRR7724583,2279
SRR7724584,1193
SRR7724586,2179
SRR7724588,744
SRR7724589,744
SRR7724590,963
SRR7724592,4553
SRR7724593,131
SRR7724595,450
SRR7724597,450
SRR7724598,90
SRR7724599,131
SRR7724604,450
SRR7724605,963
SRR7724606,1421
SRR7724608,131
SRR7724609,1485
SRR7724611,4553
SRR7724612,58
SRR7724615,69
SRR7724616,167
SRR7724617,1485
SRR7724618,131
SRR7724619,1193
SRR7724620,155
SRR7724621,69
SRR7724622,196
SRR7724623,131
SRR7724624,6636
SRR7724625,1193
SRR7724626,394
SRR7724627,1193
SRR7724628,354
SRR7724629,131
SRR7724632,354
SRR7724633,167
SRR7724635,131
SRR7724637,1266
SRR7724638,3580
SRR7724639,69
SRR7724644,1642
SRR7724645,95
SRR7724646,969
SRR7724647,10
SRR7724649,131
SRR7724650,131
SRR7724654,6303
SRR7724655,46
SRR7724656,410
SRR7724657,131
SRR9924602,38
SRR9924603,38
SRR9924604,38
SRR9924605,38
SRR9924606,38
SRR9924607,38
SRR9924608,38
SRR9924609,38
SRR9924610,38
SRR9924611,38
SRR9924612,38
SRR9924613,38
SRR9924614,38
SRR9924615,38
SRR9924616,38
SRR9924617,38
SRR9924618,38
SRR9924619,38
SRR9924620,38
SRR9924621,38
SRR9924622,38
SRR9924623,38
SRR9924624,38
SRR9924625,38
SRR9924626,38
SRR9924627,38
SRR9924628,38
SRR9924629,38
SRR9924630,38
SRR9924631,38
SRR9924632,38
SRR9924633,38
SRR9924634,38
SRR9924635,38
SRR9924636,38
SRR9924637,38
SRR9924638,38
SRR9924639,38
SRR9924640,38
SRR9924641,38
SRR9924642,38
SRR9924643,38
SRR9924644,38
SRR9924646,38
SRR9924647,38
SRR9924648,38
SRR9924649,38
SRR9924650,38
SRR9924651,38
SRR9924652,38
SRR8767520,34
SRR8767535,405
SRR8767537,1486
SRR8767548,69
SRR8359523,10
SRR8359524,10
SRR8359525,10
SRR8359526,-
SRR8359527,10
SRR8359528,-
SRR8359529,10
SRR8359530,-
SRR8359531,-
SRR8359534,10
SRR8359535,10
SRR8359536,-
SRR8359545,10
SRR8359546,-
SRR8359548,10
SRR8359549,-
SRR8359550,10
SRR8359551,10
SRR8359552,-
SRR8359554,10
SRR11094219,1444
SRR11094220,973
SRR11094222,73
SRR11094234,354
SRR11094235,6321
SRR10253925,547
SRR10253928,1011
SRR10253929,-
SRR10253930,38
SRR11094157,127
SRR11094158,-
SRR11094159,69
SRR11094236,457
SRR6225498,8892
SRR6225499,11
SRR11094161,963
SRR11094163,354
SRR11094166,457
SRR11094167,1722
SB2710196269,542
SB2710196270,542
SB2710196271,429
SB2710196272,23
SB2710196273,117
SB2710196279,2554
SB2710196280,1193
SB2710196283,131
SB2710196298,127
SB2710196301,101
SB2710196302,38
SB2710196303,127
SB2710196305,127
SB2710196309,2558
SB2710196321,420
SB2710196332,69
SB2710196336,80
SB2710196340,404
SB2710196348,404
SB2710441422,906
SB2710441424,345
SB2710441434,69
SB2710441438,69
SB2710441439,131
SB2710441440,297
SB2710441441,1665
SB2710441445,3580
SB2710441446,131
SB2710441447,345
SB2710441449,1317
SB2710441450,345
SB2710441451,491
SB2710441453,6027
SB2710441455,5308
SB2710441456,1115
SB2710441461,101
SB2710441462,101
SB2710441463,10
SB2710441467,1423
SB2710441468,201
SB2710441469,68
SB2710441471,409
SB2710441472,278
SB2710441473,58
SB2710441474,101
SB2710441475,5493
SB2710441476,1434
SB2710441478,155
SB2710441479,5493
SB2710441482,457
SB2710441484,714
SB2710441485,23
SB2710441486,162
SB2710441489,155
SB2710441490,355
SB2710441491,3580
SB2710441495,218
SB2710441496,69
SB2710441497,906
SB2710441499,540
SB2710441500,-
SB2710441501,2606
SB2710441503,3202
SB2710441504,8588
SB2710441505,297
SB2710441506,3188
SB2710441507,154
SB2710441508,101
SB2710441509,1434
SB2710441510,3559
SB2710441511,5901
SB2710441513,906
SB2710441514,1001
SB2710441516,2929
SB2710441518,906
SB2710441519,297
SB2710441520,906
SB2710441563,942
SB2710441564,5308
SB2710441566,297
SB2710441567,8449
SB2710441568,1308
SB2710441569,1308
SB2710441570,1727
SB2710441571,6002
SB2710441573,58
SB2710441574,117
SB2710441575,349
SB2710441577,401
SB2710441578,101
SB2710441579,1582
SB2710441580,88
SB2710441581,399
SB2710441584,1386
SB2710441586,325
SB2710441587,2852
SB2710441588,8852
SB2710441589,1148
SB2710441590,1246
SB2710441591,1727
SB2710441592,-
SB2710441594,937
SB2710441595,8608
SB2710441596,2539
SB2710441597,2387
SB2710441599,6002
SB2710441600,744
SB2710441601,10
SB2710441605,409
SB2710441606,132
SB2710441607,1141
SB2710441608,399
SB2710441609,2522
SB2710441611,196
SB2710441612,297
SB2710441614,2792
SB2710441615,345
SB2710441616,399
SB2710441823,69
SB2710441829,155
SB2710441830,906
SB2710441831,906
SB2710441832,111
SB2710441835,906
SB2710441837,1115
SB2710441838,5308
SB2710441841,898
SB2710441848,101
SB2710441854,720
SB2710441856,106
SB2710441857,351
SB2710441858,297
SB2710441865,355
SB2710441866,5891
SB2710441867,196
SB2710441869,111
SB2710441871,7093
SB2710441874,1434
SB2710441878,446
SB2710441880,345
SB2710441882,399
SB2710441883,3234
SB2710441884,3234
SB2710441912,-
SB2710441915,1434
SB2710441917,847
SB2710441919,1727
SB2710441926,602
SB2710441927,155
SB2710441928,10
SB2710441929,683
SB2710441931,4088
SB2710441934,5378
SB2710441935,3698
SB2710441937,58
SB2710441942,5378
SB2710441948,1205
SB2710441950,-
SB2710441951,3698
SB2710441952,3698
SB2710441953,2350
SB2710441955,2280
SB2710441956,-
SB2710441957,-
SB2710441958,4360
SB2710441964,5378
SB2710441965,5378
SB2710441966,602
SB2710441980,58
SB2710441987,278
SB2710441992,101
SB2710441998,3576
SB2710442002,399
SB2710442006,1316
SB2710442007,86
SB2710442008,906
SB2710442009,-
SB2710442011,906
SB2710442013,10
SB2710442014,711
SB2710442015,602
SB2710442018,164
SB2710442019,1434
SB2710442020,5378
SB2710442021,345
SB2710442022,2485
SB2710442024,10
SB2710442026,399
SB2710442027,5971
SB2710442028,-
SB2710442029,1423
SB2710442030,1079
SB2710442031,409
SB2710442032,1423
SB2710442033,278
SB2710442035,7870
SB2710442040,75
SB2710442042,109
SB2710442043,6031
SB2710442044,399
SB2710442045,410
SB2710442046,392
SB2710442047,345
SB2710442051,164
SB2710442053,164
SB2710442054,2111
SB2710442055,1423
SB2710442056,216
SB2710442057,409
SB2710442058,4360
SB2710442059,5308
SB2710442060,58
SB2710442062,409
SB2710442064,2328
SB2710442065,6488
SB2710442069,2328
SB2710442070,201
SB2710442071,5906
SB2710442072,409
SB2710442073,4360
SB2710442074,4360
SB2710442075,401
SB2710442076,196
SB2710442077,3587
SB2710442078,2175
SB2710442079,399
SB2710442080,101
SB2710442081,154
SB2710442083,164
SB2710442084,6071
SB2710442085,278
SB2710442086,10
SB2710442087,8949
SB2710442088,5380
SB2710442089,3476
SB2710442090,4774
SB2710442091,2606
SB2710442092,5378
SB2710442094,607
SB2710442095,4774
SB2710442096,409
SB2710442097,58
SB2710442102,607
SB2710442104,971
SB2710442106,1204
SB2710442107,101
SB2710442110,-
SB2710442111,1494
SB2710442113,2164
SB2710442114,8618
SB2710442117,607
SB2710442118,399
SB2710442119,399
SB2710442120,101
SB2710442121,536
SB2710442122,5905
SB2710442124,196
SB2710442125,67
SB2710442126,164
SB2710442127,162
SB2710442128,2602
SB2710442129,-
SB2710442130,278
SB2710442131,58
SB2710442132,1139
SB2710442133,2536
SB2710442134,1973
SB2710442135,-
SB2710442139,5181
SB2710442140,6488
SB2710442141,4774
SB2710442142,10066
SB2710442144,109
SB2710442145,744
SB2710442146,216
SB2710442147,7906
SB2710442148,1434
SB2710442149,162
SB2710442151,197
SB2710442152,3602
SB2710442153,399
SB2710442155,297
SB2710442156,399
SB2710442157,1434
SB2710442158,1665
SB2710442160,1434
SB2710442161,401
SB2710442162,4532
SB2710442163,8583
SB2710442165,297
SB2710442166,399
SB2710442167,109
SB2710442168,4774
SB2710442169,155
SB2710442170,1434
SB2710442171,48
SB2710442172,5973
SB2710442173,109
SB2710442174,542
SB2710442175,4774
SB2710442178,345
SB2710442179,2144
SB2710442180,223
SB2710442181,2111
SB2710442182,1510
SB2710442184,399
SB2710442185,-
SB2710442186,165
SB2710442187,536
SB2710442188,38
SB2710442191,906
SB2710442192,58
SB2710442193,336
SB2710442198,1434
SB2710442199,607
SB2710442201,69
SB2710442203,410
SB2710442204,8860
SB2710442205,399
SB2710442206,399
SB2710442208,5865
SB2710442209,5949
SB2710442210,48
SB2710442211,1071
SB2710442213,737
SB2710442214,399
SB2710442216,164
SB2710442217,101
SB2710442218,75
SB2710442219,155
SB2710442220,156
SB2710442221,442
SB2710442222,-
SB2710442224,1246
SB2710442225,1244
SB2710442226,1246
SB2710442227,1721
SB2710442228,3576
SB2710442229,5022
SB2710442230,399
SB2710442231,2522
SB2710442232,10
SB2710442233,3234
SB2710442235,1011
SB2710442236,101
SB2710442237,6075
SB2710442238,409
SB2710442239,162
SB2710442240,401
SB2710442241,1423
SB2710442242,10
SB2710442244,4774
SB2710442245,1823
SB2710442246,4038
SB2710442247,4774
SB2710442248,4038
SB2710442251,446
SB2710442252,5976
SB2710442253,6949
SB2710442254,399
SB2710442255,-
SB2710442256,2280
SB2710442258,607
SB2710442259,2077
SB2710442262,5308
SB2710442267,-
SB2710442269,164
SB2710442270,607
SB2710442271,345
SB2710442272,-
SB2710442274,10
SB2710442275,6605
SB2710442276,607
SB2710442277,2521
SB2710442280,5296
SB2710442281,2280
SB2710442282,8755
SB2710442283,401
SB2710442284,10
SB2710442286,401
SB2710442287,3489
SB2710442288,101
SB2710442296,4774
SB2710442302,2522
SB2710442304,607
SB2710442305,401
SB2710442307,607
SB2710442309,-
SB2710442310,4038
SB2710442311,345
SB2710442313,-
SB2710442316,154
SB2710442317,101
SB2710442319,155
SB2710442320,7811
SB2710442321,1056
SB2710442322,399
SB2710442323,10
SB2710442324,4198
SB2710442325,-
SB2710442328,540
SB2710442330,5378
SB2710442338,4774
SB2710442339,297
SB2710442341,5378
SB2710442342,3018
SB2710442348,6595
SB2710442349,295
SB2710442350,5378
SB2710442352,1592
SB2710442354,345
SB2710442355,2144
SB2710442358,1665
SB2710442364,2280
SB2710442366,-
SB2710442370,216
SB2710442374,1316
SB2710442375,2079
SB2710442376,278
SB2710442377,1079
SB2710442380,56
SB2710442382,5296
SB2710442383,5378
SB2710442391,2622
SB2710442392,117
SB2710442393,6488
SB2710442394,602
SB2710442398,1429
SB2710442399,101
SB2710442400,-
SB2710442401,-
SB2710442402,906
SB2710442405,6617
SB2710442408,399
SB2710442411,1727
SB2710442412,1429
SB2710442413,1510
SB2710442414,1121
SB2710442416,-
SB2710442417,746
SB2710442420,1146
SB2710442422,278
SB2710442423,1429
SB2710442426,607
SB2710442428,-
SB2710442432,2280
SB2710442435,642
SB2710442439,401
SB2710442442,56
SB2710442446,10
SB2710442447,345
SB2710442448,642
SB2710442449,4774
SB2710442451,642
SB2710442452,187
SB2710442454,3234
SB2710442455,164
SB2710442456,3558
SB2710442463,399
SB2710442466,216
SB2710442467,442
SB2710442470,-
SB2710442471,5487
SB2710442480,5295
SB2710442583,847
SB2710442584,401
SB2710442585,164
SB2710442589,607
SB2710442590,278
SB2710442593,345
SB2710442594,297
SB2710442595,1434
SB2710442597,5973
SB2710442598,7233
SB2710442600,224
SB2710442601,1308
SB2710442602,1385
SB2710442604,1585
SB2710442606,1244
SB2710442607,401
SB2710442610,399
SB2710442615,472
SB2710442619,295
SB2710442621,5378
SB2710442622,129
SB2710442623,642
SB2710442624,5378
SB2710442625,1434
SB2710442631,1727
SB2710442634,8977
SB2710442635,223
SB2710442636,2168
SB2710442637,-
SB2710442645,906
SB2710442647,4532
SB2710442648,4532
SB2710442650,4038
SB2710442651,-
SB2710442654,1086
SB2710442656,278
SB2710442658,5784
SB2710442660,767
SB2710442663,156
SB2710442665,1434
SB2710442666,345
SB2710442667,1049
SB2710442869,136
SB2710442870,2064
SB2710442871,135
SB2710442876,3549
SB2710442880,8924
SB2710442881,540
SB2710442885,607
SB2710442889,-
SB2710442890,8924
SB2710442891,355
SB2710442892,1007
SB2710442893,4219
SB2710442894,-
SB2710442895,409
SB2710442898,9853
SB2710442899,206
SB2710442911,1463
SB2710442912,154
SB2710442914,69
SB2710442917,1161
SB2710442918,569
SB2710442921,3580
SB2710442924,10
SB2710442925,162
SB2710442926,69
SB2710442927,351
SB2710442929,206
SB2710442930,4684
SB2710442937,117
SB2710442939,-
SB2710442940,401
SB2710442941,491
SB2710442942,10
SB2710442945,10
SB2710442947,69
SB2710442948,4532
SB2710442956,1727
SB2710442961,1236
SB2710442967,58
SB2710442968,355
SB2710442971,1163
SB2710442973,2079
SB2710442974,117
SB2710442977,297
SB2710442978,744
SB2710442979,69
SB2710442981,58
SB2710442984,-
SB2710442985,3580
SB2710442986,5784
SB2710442988,2589
SB2710442990,48
SB2710442994,1434
SB2710442995,428
SB2710442997,3232
SB2710442998,540
SB2710442999,101
SB2710443000,-
SB2710443001,10
SB2710443002,409
SB2710443003,602
SB2710443004,355
SB2710443005,398
SB2710443006,351
SB2710443007,162
SB2710443008,7233
SB2710443009,-
SB2710443010,227
SB2710443011,216
SB2710443012,127
SB2710443013,48
SB2710443014,1434
SB2710443015,399
SB2710443016,69
SB2710443017,2640
SB2710443018,48
SB2710443020,58
SB2710443021,345
SB2710443023,428
SB2710443024,9714
SB2710443026,117
SB2710443027,155
SB2710443028,5891
SB2710443030,224
SB2710443031,131
SB2710443032,799
SB2710443033,2768
SB2710443034,1582
SB2710443035,399
SB2710443036,109
SB2710443038,10
SB2710443040,101
SB2710443041,7624
SB2710443042,101
SB2710443043,-
SB2710443046,1434
SB2710443047,141
SB2710443048,1326
SB2710443049,336
SB2710443050,1421
SB2710443051,131
SB2710443055,162
SB2710443058,1236
SB279408885,95
SB279408887,73
SB279408890,58
SB279408891,1193
SB279408892,1193
SB279408893,131
SB279408895,95
SB279408896,357
SB279408898,131
SB279408899,127
SB279408900,998
SB279408901,1193
SB279408903,357
SB279408904,73
SB279408905,131
SB279408906,1193
SB279408907,127
SB279408908,127
SB279408909,1231
SB279408910,12
SB279408911,131
SB279408912,127
SB279408913,131
SB279408914,6092
SB279408916,372
SB279408917,929
SB279408919,131
SB279408920,131
SB279408921,1193
SB279408922,69
SB279408923,420
SB279408924,95
SB279408925,69
SB279408926,676
SB279408927,14
SB279408928,1193
SB279408929,73
SB279408930,372
SB279408932,404
SB2710446045,2279
SB2710446061,69
SB2711672583,372
SB2710445253,5380
SB2711672856,1727
SB2710445611,-
SB2711672770,23
SB2710445029,10
SB2711674014,641
SB2711674010,2606
SB2710445837,5378
SB2710445258,-
SB2711672830,23
SB2711672750,409
SB2710446100,38
SB2710445634,69
SB2710445121,1262
SB2710445279,399
SB2710445729,1193
SB2710445586,1193
SB2710445751,355
SB2710445343,10
SB2711672551,641
SB2710445354,4532
SB2710445307,4086
SB2711674102,48
SB2710445109,73
SB2711672869,1079
SB2710446094,127
SB2710445114,372
SB2711672858,154
SB2711672886,95
SB2711674037,10
SB2710445122,73
SB2710445730,636
SB2710445628,127
SB2711674129,399
SB2711673996,443
SB2711672887,-
SB2710446016,127
SB2711674009,2606
SB2710445045,429
SB2711674212,399
SB2710446056,10
SB2710445664,372
SB2711672759,117
